employee_id,name,email,department
576,Constance,Constance@whalecorp.com,개발팀
577,Kenny,Kenny@whalecorp.com,개발팀
578,Penny,Penny@whalecorp.com,경영팀
579,Elizabeth,Elizabeth@whalecorp.com,마케팅팀
580,Eileen,Eileen@whalecorp.com,인사팀
581,Winston,Winston@whalecorp.com,경영팀
582,Mildred,Mildred@whalecorp.com,디자인팀
583,Frank,Frank@whalecorp.com,기획팀
584,Marianne,Marianne@whalecorp.com,총무팀
585,Charles,Charles@whalecorp.com,개발팀
586,Edwin,Edwin@whalecorp.com,인사팀
587,Melisa,Melisa@whalecorp.com,개발팀
588,Lorie,Lorie@whalecorp.com,경영팀
589,Polly,Polly@whalecorp.com,기획팀
590,Barbara,Barbara@whalecorp.com,총무팀
591,Mary,Mary@whalecorp.com,총무팀
592,Arnold,Arnold@whalecorp.com,경영팀
593,Keith,Keith@whalecorp.com,경영팀
594,Beverly,Beverly@whalecorp.com,기획팀
595,Jessica,Jessica@whalecorp.com,개발팀
596,Lina,Lina@whalecorp.com,경영팀
597,Trevor,Trevor@whalecorp.com,마케팅팀
598,Myra,Myra@whalecorp.com,개발팀
599,James,James@whalecorp.com,경영팀
600,Bill,Bill@whalecorp.com,개발팀
601,Rosa,Rosa@whalecorp.com,개발팀
602,Peter,Peter@whalecorp.com,인사팀
603,Donald,Donald@whalecorp.com,총무팀
604,Joseph,Joseph@whalecorp.com,개발팀
605,Todd,Todd@whalecorp.com,개발팀
606,Sally,Sally@whalecorp.com,개발팀
607,Sarah,Sarah@whalecorp.com,개발팀
608,James,James@whalecorp.com,디자인팀
609,Victor,Victor@whalecorp.com,마케팅팀
610,Katherine,Katherine@whalecorp.com,인사팀
611,Tommie,Tommie@whalecorp.com,총무팀
612,Josephine,Josephine@whalecorp.com,경영팀
613,Charles,Charles@whalecorp.com,개발팀
614,Beatrice,Beatrice@whalecorp.com,개발팀
615,Shirley,Shirley@whalecorp.com,마케팅팀
616,Maurice,Maurice@whalecorp.com,기획팀
617,Jose,Jose@whalecorp.com,경영팀
618,Jennifer,Jennifer@whalecorp.com,기획팀
619,Vera,Vera@whalecorp.com,마케팅팀
620,Jim,Jim@whalecorp.com,기획팀
621,James,James@whalecorp.com,경영팀
622,Angelena,Angelena@whalecorp.com,개발팀
623,Lois,Lois@whalecorp.com,경영팀
624,Bonita,Bonita@whalecorp.com,마케팅팀
625,Tina,Tina@whalecorp.com,개발팀
626,Eleanor,Eleanor@whalecorp.com,기획팀
627,Lynn,Lynn@whalecorp.com,경영팀
628,Alfonso,Alfonso@whalecorp.com,기획팀
629,Brandon,Brandon@whalecorp.com,인사팀
630,Patricia,Patricia@whalecorp.com,인사팀
631,Edna,Edna@whalecorp.com,개발팀
632,Jeffrey,Jeffrey@whalecorp.com,개발팀
633,Cynthia,Cynthia@whalecorp.com,경영팀
634,Desmond,Desmond@whalecorp.com,인사팀
635,Dimple,Dimple@whalecorp.com,디자인팀
636,Louis,Louis@whalecorp.com,개발팀
637,Joseph,Joseph@whalecorp.com,인사팀
638,Terry,Terry@whalecorp.com,마케팅팀
639,Jason,Jason@whalecorp.com,개발팀
640,Eleanor,Eleanor@whalecorp.com,마케팅팀
641,Marla,Marla@whalecorp.com,디자인팀
642,Alphonso,Alphonso@whalecorp.com,마케팅팀
643,Joseph,Joseph@whalecorp.com,경영팀
644,Ronald,Ronald@whalecorp.com,마케팅팀
645,Mary,Mary@whalecorp.com,인사팀
646,Jeffrey,Jeffrey@whalecorp.com,디자인팀
647,Iris,Iris@whalecorp.com,디자인팀
648,Eric,Eric@whalecorp.com,개발팀
649,John,John@whalecorp.com,경영팀
650,Ben,Ben@whalecorp.com,총무팀
651,Thomas,Thomas@whalecorp.com,경영팀
652,Doyle,Doyle@whalecorp.com,개발팀
653,Ian,Ian@whalecorp.com,총무팀
654,William,William@whalecorp.com,경영팀
655,Linda,Linda@whalecorp.com,총무팀
656,Lance,Lance@whalecorp.com,디자인팀
657,Debra,Debra@whalecorp.com,기획팀
658,Julie,Julie@whalecorp.com,마케팅팀
659,Portia,Portia@whalecorp.com,기획팀
660,Randi,Randi@whalecorp.com,기획팀
661,Amber,Amber@whalecorp.com,마케팅팀
662,Luisa,Luisa@whalecorp.com,개발팀
663,Ida,Ida@whalecorp.com,개발팀
664,Elma,Elma@whalecorp.com,총무팀
665,Patricia,Patricia@whalecorp.com,마케팅팀
666,Jason,Jason@whalecorp.com,인사팀
667,Noah,Noah@whalecorp.com,개발팀
668,Frederick,Frederick@whalecorp.com,개발팀
669,Shirley,Shirley@whalecorp.com,경영팀
670,Robert,Robert@whalecorp.com,디자인팀
671,Beatrice,Beatrice@whalecorp.com,개발팀
672,William,William@whalecorp.com,기획팀
673,Neil,Neil@whalecorp.com,마케팅팀
674,Mildred,Mildred@whalecorp.com,디자인팀
675,Sammie,Sammie@whalecorp.com,총무팀
676,Richard,Richard@whalecorp.com,총무팀
677,Daniel,Daniel@whalecorp.com,경영팀
678,Donald,Donald@whalecorp.com,디자인팀
679,David,David@whalecorp.com,경영팀
680,Jon,Jon@whalecorp.com,경영팀
681,Jeffrey,Jeffrey@whalecorp.com,기획팀
682,John,John@whalecorp.com,총무팀
683,Joanne,Joanne@whalecorp.com,경영팀
684,Aaron,Aaron@whalecorp.com,기획팀
685,Marlyn,Marlyn@whalecorp.com,인사팀
686,Melba,Melba@whalecorp.com,총무팀
687,James,James@whalecorp.com,경영팀
688,Mary,Mary@whalecorp.com,디자인팀
689,Clemente,Clemente@whalecorp.com,경영팀
690,Vincent,Vincent@whalecorp.com,총무팀
691,Elizabeth,Elizabeth@whalecorp.com,인사팀
692,Donald,Donald@whalecorp.com,마케팅팀
693,Veronica,Veronica@whalecorp.com,마케팅팀
694,Michael,Michael@whalecorp.com,인사팀
695,Susan,Susan@whalecorp.com,경영팀
696,Charles,Charles@whalecorp.com,디자인팀
697,Mattie,Mattie@whalecorp.com,디자인팀
698,Nicholas,Nicholas@whalecorp.com,총무팀
699,Daniel,Daniel@whalecorp.com,인사팀
700,Barbara,Barbara@whalecorp.com,개발팀
701,Albert,Albert@whalecorp.com,디자인팀
702,Edward,Edward@whalecorp.com,인사팀
703,Ellen,Ellen@whalecorp.com,기획팀
704,Craig,Craig@whalecorp.com,총무팀
705,Terri,Terri@whalecorp.com,경영팀
706,Yolanda,Yolanda@whalecorp.com,개발팀
707,Jennie,Jennie@whalecorp.com,총무팀
708,James,James@whalecorp.com,경영팀
709,Christopher,Christopher@whalecorp.com,개발팀
710,Barbara,Barbara@whalecorp.com,기획팀
711,James,James@whalecorp.com,마케팅팀
712,Travis,Travis@whalecorp.com,총무팀
713,Geri,Geri@whalecorp.com,총무팀
714,Elise,Elise@whalecorp.com,총무팀
715,Danielle,Danielle@whalecorp.com,경영팀
716,Grace,Grace@whalecorp.com,디자인팀
717,Ruby,Ruby@whalecorp.com,마케팅팀
718,Edward,Edward@whalecorp.com,총무팀
719,Deborah,Deborah@whalecorp.com,개발팀
720,Eric,Eric@whalecorp.com,경영팀
721,Jim,Jim@whalecorp.com,개발팀
722,Joel,Joel@whalecorp.com,개발팀
723,Jason,Jason@whalecorp.com,기획팀
724,John,John@whalecorp.com,인사팀
725,Jordan,Jordan@whalecorp.com,인사팀
726,James,James@whalecorp.com,인사팀
727,Hilda,Hilda@whalecorp.com,경영팀
728,Christine,Christine@whalecorp.com,경영팀
729,Erica,Erica@whalecorp.com,디자인팀
730,Jeffery,Jeffery@whalecorp.com,경영팀
731,Lynette,Lynette@whalecorp.com,경영팀
732,Joan,Joan@whalecorp.com,개발팀
733,Bridgette,Bridgette@whalecorp.com,기획팀
734,Rosalva,Rosalva@whalecorp.com,경영팀
735,Jeanette,Jeanette@whalecorp.com,총무팀
736,Susie,Susie@whalecorp.com,경영팀
737,Edith,Edith@whalecorp.com,인사팀
738,Joseph,Joseph@whalecorp.com,개발팀
739,Dorothy,Dorothy@whalecorp.com,개발팀
740,Charles,Charles@whalecorp.com,디자인팀
741,Stanley,Stanley@whalecorp.com,경영팀
742,Ernest,Ernest@whalecorp.com,경영팀
743,James,James@whalecorp.com,총무팀
744,Michael,Michael@whalecorp.com,마케팅팀
745,Bill,Bill@whalecorp.com,디자인팀
746,Amy,Amy@whalecorp.com,인사팀
747,Joseph,Joseph@whalecorp.com,개발팀
748,Carol,Carol@whalecorp.com,마케팅팀
749,Jon,Jon@whalecorp.com,경영팀
750,Lisa,Lisa@whalecorp.com,개발팀
751,Carol,Carol@whalecorp.com,경영팀
752,Donna,Donna@whalecorp.com,마케팅팀
753,Justin,Justin@whalecorp.com,개발팀
754,Donald,Donald@whalecorp.com,개발팀
755,Anita,Anita@whalecorp.com,경영팀
756,Jesus,Jesus@whalecorp.com,경영팀
757,Tommy,Tommy@whalecorp.com,개발팀
758,Andrew,Andrew@whalecorp.com,경영팀
759,Nancy,Nancy@whalecorp.com,경영팀
760,Arlene,Arlene@whalecorp.com,개발팀
761,Sofia,Sofia@whalecorp.com,경영팀
762,Maxine,Maxine@whalecorp.com,개발팀
763,Jason,Jason@whalecorp.com,경영팀
764,Linda,Linda@whalecorp.com,개발팀
765,Paul,Paul@whalecorp.com,경영팀
766,Robert,Robert@whalecorp.com,인사팀
767,William,William@whalecorp.com,개발팀
768,Mickey,Mickey@whalecorp.com,개발팀
769,Robert,Robert@whalecorp.com,개발팀
770,Mary,Mary@whalecorp.com,인사팀
771,Juan,Juan@whalecorp.com,마케팅팀
772,Robert,Robert@whalecorp.com,개발팀
773,Destiny,Destiny@whalecorp.com,개발팀
774,David,David@whalecorp.com,개발팀
775,Sadie,Sadie@whalecorp.com,총무팀
776,Stacy,Stacy@whalecorp.com,디자인팀
777,Sarah,Sarah@whalecorp.com,인사팀
778,John,John@whalecorp.com,개발팀
779,Dawn,Dawn@whalecorp.com,개발팀
780,Robert,Robert@whalecorp.com,디자인팀
781,Carlos,Carlos@whalecorp.com,경영팀
782,Nellie,Nellie@whalecorp.com,경영팀
783,Rhonda,Rhonda@whalecorp.com,디자인팀
784,Virginia,Virginia@whalecorp.com,기획팀
785,George,George@whalecorp.com,마케팅팀
786,Troy,Troy@whalecorp.com,경영팀
787,John,John@whalecorp.com,개발팀
788,Carol,Carol@whalecorp.com,개발팀
789,Toshiko,Toshiko@whalecorp.com,개발팀
790,William,William@whalecorp.com,개발팀
791,Dorothea,Dorothea@whalecorp.com,총무팀
792,Warren,Warren@whalecorp.com,경영팀
793,Andrea,Andrea@whalecorp.com,경영팀
794,Anna,Anna@whalecorp.com,디자인팀
795,Tim,Tim@whalecorp.com,개발팀
796,Edgar,Edgar@whalecorp.com,인사팀
797,Kathryn,Kathryn@whalecorp.com,총무팀
798,Mike,Mike@whalecorp.com,경영팀
799,William,William@whalecorp.com,경영팀
800,Jane,Jane@whalecorp.com,디자인팀
801,Mary,Mary@whalecorp.com,마케팅팀
802,Eric,Eric@whalecorp.com,기획팀
803,Judy,Judy@whalecorp.com,인사팀
804,Kevin,Kevin@whalecorp.com,총무팀
805,James,James@whalecorp.com,기획팀
806,Nathan,Nathan@whalecorp.com,디자인팀
807,Richard,Richard@whalecorp.com,인사팀
808,Anthony,Anthony@whalecorp.com,기획팀
809,Stephen,Stephen@whalecorp.com,마케팅팀
810,Josephina,Josephina@whalecorp.com,경영팀
811,Tammy,Tammy@whalecorp.com,개발팀
812,Nancy,Nancy@whalecorp.com,개발팀
813,Steven,Steven@whalecorp.com,경영팀
814,William,William@whalecorp.com,마케팅팀
815,Ivan,Ivan@whalecorp.com,마케팅팀
816,Lynda,Lynda@whalecorp.com,총무팀
817,David,David@whalecorp.com,개발팀
818,Thomas,Thomas@whalecorp.com,마케팅팀
819,Dolly,Dolly@whalecorp.com,디자인팀
820,Marge,Marge@whalecorp.com,개발팀
821,Alex,Alex@whalecorp.com,인사팀
822,Jacqueline,Jacqueline@whalecorp.com,디자인팀
823,Alethea,Alethea@whalecorp.com,개발팀
824,Demetrius,Demetrius@whalecorp.com,총무팀
825,Sherell,Sherell@whalecorp.com,개발팀
826,Dorothy,Dorothy@whalecorp.com,개발팀
827,Stephanie,Stephanie@whalecorp.com,개발팀
828,Charlene,Charlene@whalecorp.com,개발팀
829,Byron,Byron@whalecorp.com,개발팀
830,Sadie,Sadie@whalecorp.com,경영팀
831,Christine,Christine@whalecorp.com,개발팀
832,Gabriele,Gabriele@whalecorp.com,개발팀
833,Jordan,Jordan@whalecorp.com,개발팀
834,Steve,Steve@whalecorp.com,인사팀
835,Michael,Michael@whalecorp.com,개발팀
836,Lisa,Lisa@whalecorp.com,마케팅팀
837,Filomena,Filomena@whalecorp.com,총무팀
838,Jerry,Jerry@whalecorp.com,경영팀
839,Nicholas,Nicholas@whalecorp.com,총무팀
840,Jerrie,Jerrie@whalecorp.com,개발팀
841,Oscar,Oscar@whalecorp.com,개발팀
842,Ana,Ana@whalecorp.com,개발팀
843,Samuel,Samuel@whalecorp.com,경영팀
844,Steven,Steven@whalecorp.com,디자인팀
845,Vanessa,Vanessa@whalecorp.com,총무팀
846,Scott,Scott@whalecorp.com,기획팀
847,Brenda,Brenda@whalecorp.com,경영팀
848,Paulette,Paulette@whalecorp.com,경영팀
849,Diane,Diane@whalecorp.com,개발팀
850,Christie,Christie@whalecorp.com,경영팀
851,Steven,Steven@whalecorp.com,총무팀
852,Terrence,Terrence@whalecorp.com,경영팀
853,Steven,Steven@whalecorp.com,디자인팀
854,Melvin,Melvin@whalecorp.com,디자인팀
855,Harriet,Harriet@whalecorp.com,경영팀
856,Michael,Michael@whalecorp.com,인사팀
857,Byron,Byron@whalecorp.com,인사팀
858,Peggy,Peggy@whalecorp.com,개발팀
859,Donald,Donald@whalecorp.com,경영팀
860,Melissa,Melissa@whalecorp.com,기획팀
861,Raul,Raul@whalecorp.com,경영팀
862,Thomas,Thomas@whalecorp.com,디자인팀
863,Brandi,Brandi@whalecorp.com,개발팀
864,Richard,Richard@whalecorp.com,인사팀
865,Travis,Travis@whalecorp.com,총무팀
866,Richard,Richard@whalecorp.com,개발팀
867,Regina,Regina@whalecorp.com,개발팀
868,Cynthia,Cynthia@whalecorp.com,개발팀
869,Victor,Victor@whalecorp.com,디자인팀
870,Ernestine,Ernestine@whalecorp.com,디자인팀
871,Charles,Charles@whalecorp.com,개발팀
872,Tommy,Tommy@whalecorp.com,개발팀
873,Dean,Dean@whalecorp.com,경영팀
874,Anne,Anne@whalecorp.com,경영팀
875,Milan,Milan@whalecorp.com,총무팀
876,Janice,Janice@whalecorp.com,개발팀
877,Richard,Richard@whalecorp.com,개발팀
878,Douglas,Douglas@whalecorp.com,디자인팀
879,Andres,Andres@whalecorp.com,디자인팀
880,Essie,Essie@whalecorp.com,기획팀
881,April,April@whalecorp.com,디자인팀
882,Eduardo,Eduardo@whalecorp.com,경영팀
883,Shane,Shane@whalecorp.com,디자인팀
884,Marc,Marc@whalecorp.com,디자인팀
885,Denise,Denise@whalecorp.com,경영팀
886,Nina,Nina@whalecorp.com,인사팀
887,Meghan,Meghan@whalecorp.com,개발팀
888,James,James@whalecorp.com,마케팅팀
889,Tyrell,Tyrell@whalecorp.com,디자인팀
890,James,James@whalecorp.com,개발팀
891,Patricia,Patricia@whalecorp.com,총무팀
892,Hazel,Hazel@whalecorp.com,경영팀
893,William,William@whalecorp.com,마케팅팀
894,David,David@whalecorp.com,디자인팀
895,Jessica,Jessica@whalecorp.com,개발팀
896,Lillie,Lillie@whalecorp.com,경영팀
897,Mary,Mary@whalecorp.com,기획팀
898,Renee,Renee@whalecorp.com,마케팅팀
899,Deborah,Deborah@whalecorp.com,디자인팀
900,Joshua,Joshua@whalecorp.com,마케팅팀
901,Salome,Salome@whalecorp.com,마케팅팀
902,Michelle,Michelle@whalecorp.com,개발팀
903,Rosie,Rosie@whalecorp.com,개발팀
904,Kendrick,Kendrick@whalecorp.com,마케팅팀
905,Victor,Victor@whalecorp.com,개발팀
906,Harriet,Harriet@whalecorp.com,인사팀
907,Thomas,Thomas@whalecorp.com,기획팀
908,Alida,Alida@whalecorp.com,개발팀
909,Lillian,Lillian@whalecorp.com,인사팀
910,Sara,Sara@whalecorp.com,개발팀
911,Phillip,Phillip@whalecorp.com,총무팀
912,Stephanie,Stephanie@whalecorp.com,기획팀
913,Oscar,Oscar@whalecorp.com,마케팅팀
914,Connie,Connie@whalecorp.com,마케팅팀
915,Carmen,Carmen@whalecorp.com,디자인팀
916,Opal,Opal@whalecorp.com,인사팀
917,Terry,Terry@whalecorp.com,개발팀
918,Carlos,Carlos@whalecorp.com,인사팀
919,Cheryl,Cheryl@whalecorp.com,개발팀
920,Robert,Robert@whalecorp.com,마케팅팀
921,Santo,Santo@whalecorp.com,디자인팀
922,Richard,Richard@whalecorp.com,총무팀
923,Justin,Justin@whalecorp.com,경영팀
924,Stephanie,Stephanie@whalecorp.com,기획팀
925,Pablo,Pablo@whalecorp.com,총무팀
926,Betty,Betty@whalecorp.com,경영팀
927,Theodore,Theodore@whalecorp.com,디자인팀
928,Michael,Michael@whalecorp.com,디자인팀
929,Eunice,Eunice@whalecorp.com,기획팀
930,Margaret,Margaret@whalecorp.com,개발팀
931,Deborah,Deborah@whalecorp.com,디자인팀
932,James,James@whalecorp.com,경영팀
933,Ellen,Ellen@whalecorp.com,마케팅팀
934,Edna,Edna@whalecorp.com,개발팀
935,Karen,Karen@whalecorp.com,총무팀
936,Thomas,Thomas@whalecorp.com,개발팀
937,Linda,Linda@whalecorp.com,인사팀
938,Tommy,Tommy@whalecorp.com,경영팀
939,James,James@whalecorp.com,총무팀
940,Jesse,Jesse@whalecorp.com,기획팀
941,Melissa,Melissa@whalecorp.com,개발팀
942,Kimberly,Kimberly@whalecorp.com,경영팀
943,Barbara,Barbara@whalecorp.com,디자인팀
944,Mary,Mary@whalecorp.com,총무팀
945,John,John@whalecorp.com,기획팀
946,Nicole,Nicole@whalecorp.com,인사팀
947,Robert,Robert@whalecorp.com,디자인팀
948,Stacey,Stacey@whalecorp.com,인사팀
949,Ronald,Ronald@whalecorp.com,디자인팀
950,Trevor,Trevor@whalecorp.com,총무팀
951,John,John@whalecorp.com,개발팀
952,Bernice,Bernice@whalecorp.com,개발팀
953,Theodora,Theodora@whalecorp.com,개발팀
954,Christy,Christy@whalecorp.com,마케팅팀
955,Anthony,Anthony@whalecorp.com,총무팀
956,Gerard,Gerard@whalecorp.com,개발팀
957,Armando,Armando@whalecorp.com,기획팀
958,Robert,Robert@whalecorp.com,개발팀
959,Lilly,Lilly@whalecorp.com,총무팀
960,Janice,Janice@whalecorp.com,디자인팀
961,Joe,Joe@whalecorp.com,총무팀
962,James,James@whalecorp.com,경영팀
963,Eddie,Eddie@whalecorp.com,개발팀
964,Robert,Robert@whalecorp.com,디자인팀
965,Michael,Michael@whalecorp.com,총무팀
966,Vicente,Vicente@whalecorp.com,마케팅팀
967,Shirley,Shirley@whalecorp.com,디자인팀
968,Byron,Byron@whalecorp.com,개발팀
969,Gerald,Gerald@whalecorp.com,인사팀
970,Karl,Karl@whalecorp.com,개발팀
971,Sadye,Sadye@whalecorp.com,개발팀
972,Ruth,Ruth@whalecorp.com,경영팀
973,Brian,Brian@whalecorp.com,인사팀
974,Jeannie,Jeannie@whalecorp.com,개발팀
975,Delia,Delia@whalecorp.com,총무팀
976,Latisha,Latisha@whalecorp.com,인사팀
977,John,John@whalecorp.com,인사팀
978,Marco,Marco@whalecorp.com,경영팀
979,Lillie,Lillie@whalecorp.com,개발팀
980,Candace,Candace@whalecorp.com,개발팀
981,Willie,Willie@whalecorp.com,개발팀
982,Walter,Walter@whalecorp.com,경영팀
983,Rosalind,Rosalind@whalecorp.com,개발팀
984,Kenneth,Kenneth@whalecorp.com,경영팀
985,Charles,Charles@whalecorp.com,개발팀
986,Gerald,Gerald@whalecorp.com,개발팀
987,Joseph,Joseph@whalecorp.com,경영팀
988,Jennifer,Jennifer@whalecorp.com,디자인팀
989,Karen,Karen@whalecorp.com,경영팀
990,Kimberly,Kimberly@whalecorp.com,개발팀
991,Elizabeth,Elizabeth@whalecorp.com,기획팀
992,Dawn,Dawn@whalecorp.com,경영팀
993,Joe,Joe@whalecorp.com,경영팀
994,Richard,Richard@whalecorp.com,개발팀
995,Mary,Mary@whalecorp.com,디자인팀
996,Sherry,Sherry@whalecorp.com,디자인팀
997,Lee,Lee@whalecorp.com,개발팀
998,William,William@whalecorp.com,개발팀
999,John,John@whalecorp.com,개발팀
